0,3,0,0,0,1,0,0,0
0,2,-15000,-15000,-18000,1,0,0,0
0,1,-13000,-17000,-18000,1,0,0,0
0,0,-6500,-18000,-18300,1,0,0,0
0,0,-6500,-18000,-18300,1,0,0,0
1,3,0,0,0,0,0,1,0
1,2,15000,0,-3000,0,0,1,0
1,1,17000,4000,-1000,0,0,1,0
1,0,18300,11800,300,0,0,1,0
1,0,18300,11800,300,0,0,1,0
2,3,0,0,0,0,1,0,0
2,2,15000,0,-3000,0,1,0,0
2,1,13000,-4000,-5000,0,1,0,0
2,0,6500,-11500,-11800,0,1,0,0
2,0,6500,-11500,-11800,0,1,0,0
3,3,0,0,0,0,0,0,1
3,2,18000,3000,3000,0,0,0,1
3,1,18000,5000,1000,0,0,0,1
3,0,18000,11500,-300,0,0,0,1
3,0,18000,11500,-300,0,0,0,1
0,3,0,0,0,1,0,0,0
0,2,-2300,-2300,-4600,1,0,0,0
0,1,3400,-2300,-10300,1,0,0,0
0,0,-4100,-10800,-19100,1,0,0,0
1,3,0,0,0,0,0,0,1
1,2,2300,0,-2300,0,0,0,1
1,1,13700,10300,8000,0,0,0,1
1,0,19100,15000,8300,0,0,0,1
2,3,0,0,0,0,0,1,0
2,2,2300,0,-2300,0,0,1,0
2,1,5700,2300,-8000,0,0,1,0
2,0,10800,6700,-8300,0,0,1,0
3,3,0,0,0,0,1,0,0
3,2,4600,2300,2300,0,1,0,0
3,1,-3400,-5700,-13700,0,1,0,0
3,0,4100,-6700,-15000,0,1,0,0
0,3,0,0,0,1,0,0,0
0,2,-10000,-10000,-12000,1,0,0,0
0,2,-5200,-10000,-16800,1,0,0,0
0,2,-5200,-11000,-20800,1,0,0,0
0,1,-18800,-22700,-32500,1,0,0,0
0,0,-19800,-24700,-33500,1,0,0,0
1,3,0,0,0,0,0,0,1
1,2,12000,2000,2000,0,0,0,1
1,2,16800,11600,6800,0,0,0,1
1,2,20800,15600,9800,0,0,0,1
1,1,32500,13700,9800,0,0,0,1
1,0,33500,13700,8800,0,0,0,1
2,3,0,0,0,0,1,0,0
2,2,10000,0,-2000,0,1,0,0
2,2,5200,-4800,-11600,0,1,0,0
2,2,5200,-5800,-15600,0,1,0,0
2,1,18800,-3900,-13700,0,1,0,0
2,0,19800,-4900,-13700,0,1,0,0
3,3,0,0,0,0,0,1,0
3,2,10000,0,-2000,0,0,1,0
3,2,10000,4800,-6800,0,0,1,0
3,2,11000,5800,-9800,0,0,1,0
3,1,22700,3900,-9800,0,0,1,0
3,0,24700,4900,-8800,0,0,1,0
0,3,0,0,0,0,0,1,0
0,2,2000,0,-2000,0,0,1,0
0,2,5800,-2000,-3800,0,0,1,0
0,2,22200,-2000,-3800,0,0,1,0
0,1,20900,5300,-3800,0,0,1,0
0,0,22900,9300,-1800,0,0,1,0
1,3,0,0,0,0,0,0,1
1,2,-2000,-2000,-4000,0,0,0,1
1,2,9600,3800,1800,0,0,0,1
1,2,26000,3800,1800,0,0,0,1
1,1,24700,9100,3800,0,0,0,1
1,0,24700,11100,1800,0,0,0,1
2,3,0,0,0,0,1,0,0
2,2,4000,2000,2000,0,1,0,0
2,2,7800,2000,-1800,0,1,0,0
2,2,24200,2000,-1800,0,1,0,0
2,1,15600,-5300,-9100,0,1,0,0
2,0,13600,-9300,-11100,0,1,0,0
3,3,0,0,0,1,0,0,0
3,2,2000,0,-2000,1,0,0,0
3,2,-5800,-7800,-9600,1,0,0,0
3,2,-22200,-24200,-26000,1,0,0,0
3,1,-15600,-20900,-24700,1,0,0,0
3,0,-13600,-22900,-24700,1,0,0,0
0,3,0,0,0,0,0,1,0
0,2,5000,0,-1000,0,0,1,0
0,2,10200,0,-1000,0,0,1,0
0,1,9700,2900,-1000,0,0,1,0
0,1,14500,9700,-12600,0,0,1,0
0,1,15500,6700,-11600,0,0,1,0
0,0,13900,9300,-11600,0,0,1,0
1,3,0,0,0,0,0,0,1
1,2,6000,1000,1000,0,0,0,1
1,2,11200,1000,1000,0,0,0,1
1,1,10700,3900,1000,0,0,0,1
1,1,27100,22300,12600,0,0,0,1
1,1,27100,18300,11600,0,0,0,1
1,0,25500,20900,11600,0,0,0,1
2,3,0,0,0,0,1,0,0
2,2,-5000,-5000,-6000,0,1,0,0
2,2,-10200,-10200,-11200,0,1,0,0
2,1,-6800,-9700,-10700,0,1,0,0
2,1,4800,-9700,-22300,0,1,0,0
2,1,8800,-6700,-18300,0,1,0,0
2,0,4600,-9300,-20900,0,1,0,0
3,3,0,0,0,1,0,0,0
3,2,5000,0,-1000,1,0,0,0
3,2,10200,0,-1000,1,0,0,0
3,1,6800,-2900,-3900,1,0,0,0
3,1,-4800,-14500,-27100,1,0,0,0
3,1,-8800,-15500,-27100,1,0,0,0
3,0,-4600,-13900,-25500,1,0,0,0
0,3,0,0,0,0,0,1,0
0,2,2500,0,-500,0,0,1,0
0,2,24000,2500,-500,0,0,1,0
0,2,24000,5500,2500,0,0,1,0
0,1,20400,6100,5500,0,0,1,0
0,0,23500,23400,9100,0,0,1,0
1,3,0,0,0,1,0,0,0
1,2,-2500,-2500,-3000,1,0,0,0
1,2,21500,-2500,-3000,1,0,0,0
1,2,18500,-3000,-5500,1,0,0,0
1,1,14900,600,-5500,1,0,0,0
1,0,-100,-14400,-23500,1,0,0,0
2,3,0,0,0,0,0,0,1
2,2,3000,500,500,0,0,0,1
2,2,24500,3000,500,0,0,0,1
2,2,21500,3000,-2500,0,0,0,1
2,1,14300,-600,-6100,0,0,0,1
2,0,14400,14300,-9100,0,0,0,1
3,3,0,0,0,0,1,0,0
3,2,2500,0,-500,0,1,0,0
3,2,-21500,-24000,-24500,0,1,0,0
3,2,-18500,-21500,-24000,0,1,0,0
3,1,-14300,-14900,-20400,0,1,0,0
3,0,100,-14300,-23400,0,1,0,0
0,3,0,0,0,0,1,0,0
0,3,0,0,-4000,0,1,0,0
0,3,12300,-4000,-12300,0,1,0,0
0,3,16800,-8500,-12300,0,1,0,0
0,2,16200,-3900,-12300,0,1,0,0
0,1,17500,-5200,-12300,0,1,0,0
0,1,17500,-3200,-10300,0,1,0,0
0,0,23700,-7400,-10300,0,1,0,0
1,3,0,0,0,0,0,1,0
1,3,4000,4000,4000,0,0,1,0
1,3,16300,4000,-8300,0,0,1,0
1,3,25300,8500,-3800,0,0,1,0
1,2,20100,3900,-8400,0,0,1,0
1,1,22700,5200,-7100,0,0,1,0
1,1,20700,3200,-7100,0,0,1,0
1,0,31100,7400,-2900,0,0,1,0
2,3,0,0,0,0,0,0,1
2,3,0,0,-4000,0,0,0,1
2,3,24600,12300,8300,0,0,0,1
2,3,29100,12300,3800,0,0,0,1
2,2,28500,12300,8400,0,0,0,1
2,1,29800,12300,7100,0,0,0,1
2,1,27800,10300,7100,0,0,0,1
2,0,34000,10300,2900,0,0,0,1
3,3,0,0,0,1,0,0,0
3,3,0,0,-4000,1,0,0,0
3,3,-12300,-16300,-24600,1,0,0,0
3,3,-16800,-25300,-29100,1,0,0,0
3,2,-16200,-20100,-28500,1,0,0,0
3,1,-17500,-22700,-29800,1,0,0,0
3,1,-17500,-20700,-27800,1,0,0,0
3,0,-23700,-31100,-34000,1,0,0,0
0,3,0,0,0,0,0,1,0
0,3,16000,0,0,0,0,1,0
0,3,32400,0,0,0,0,1,0
0,3,29400,-3000,-3000,0,0,1,0
0,3,30400,-2000,-6000,0,0,1,0
0,2,30400,4800,-10800,0,0,1,0
0,1,46400,12800,-2800,0,0,1,0
0,0,46400,9600,400,0,0,1,0
1,3,0,0,0,0,0,0,1
1,3,16000,0,0,0,0,0,1
1,3,32400,0,0,0,0,0,1
1,3,32400,3000,0,0,0,0,1
1,3,36400,6000,4000,0,0,0,1
1,2,41200,15600,10800,0,0,0,1
1,1,49200,15600,2800,0,0,0,1
1,0,46000,9200,-400,0,0,0,1
2,3,0,0,0,1,0,0,0
2,3,-16000,-16000,-16000,1,0,0,0
2,3,-32400,-32400,-32400,1,0,0,0
2,3,-29400,-32400,-32400,1,0,0,0
2,3,-30400,-32400,-36400,1,0,0,0
2,2,-25600,-30400,-41200,1,0,0,0
2,1,-33600,-46400,-49200,1,0,0,0
2,0,-36800,-46000,-46400,1,0,0,0
3,3,0,0,0,0,1,0,0
3,3,16000,0,0,0,1,0,0
3,3,32400,0,0,0,1,0,0
3,3,32400,3000,0,0,1,0,0
3,3,32400,2000,-4000,0,1,0,0
3,2,25600,-4800,-15600,0,1,0,0
3,1,33600,-12800,-15600,0,1,0,0
3,0,36800,-9200,-9600,0,1,0,0
0,3,0,0,0,1,0,0,0
0,2,1000,0,-1000,1,0,0,0
0,2,-7000,-8000,-9000,1,0,0,0
0,2,-3000,-4000,-6000,1,0,0,0
0,1,200,-400,-1400,1,0,0,0
0,0,-7500,-8100,-16800,1,0,0,0
1,3,0,0,0,0,1,0,0
1,2,2000,1000,1000,0,1,0,0
1,2,9000,2000,1000,0,1,0,0
1,2,6000,3000,2000,0,1,0,0
1,1,-200,-600,-1600,0,1,0,0
1,0,7500,-600,-9300,0,1,0,0
2,3,0,0,0,0,0,0,1
2,2,-1000,-1000,-2000,0,0,0,1
2,2,7000,-1000,-2000,0,0,0,1
2,2,3000,-1000,-3000,0,0,0,1
2,1,600,400,-1000,0,0,0,1
2,0,8100,600,-8700,0,0,0,1
3,3,0,0,0,0,0,1,0
3,2,1000,0,-1000,0,0,1,0
3,2,8000,1000,-1000,0,0,1,0
3,2,4000,1000,-2000,0,0,1,0
3,1,1600,1400,1000,0,0,1,0
3,0,16800,9300,8700,0,0,1,0
0,3,0,0,0,1,0,0,0
0,3,4000,1500,500,1,0,0,0
0,3,2500,2000,-1500,1,0,0,0
0,2,-14300,-17800,-18300,1,0,0,0
0,1,-13400,-14300,-19900,1,0,0,0
0,0,-11300,-13400,-22900,1,0,0,0
1,3,0,0,0,0,1,0,0
1,3,2500,-1000,-1500,0,1,0,0
1,3,-500,-2500,-4000,0,1,0,0
1,2,14300,-3500,-4000,0,1,0,0
1,1,14300,900,-5600,0,1,0,0
1,0,11300,-2100,-11600,0,1,0,0
2,3,0,0,0,0,0,1,0
2,3,-2500,-3500,-4000,0,0,1,0
2,3,500,-2000,-3500,0,0,1,0
2,2,17800,3500,-500,0,0,1,0
2,1,13400,-900,-6500,0,0,1,0
2,0,13400,2100,-9500,0,0,1,0
3,3,0,0,0,0,0,0,1
3,3,3500,1000,-500,0,0,0,1
3,3,4000,3500,1500,0,0,0,1
3,2,18300,4000,500,0,0,0,1
3,1,19900,6500,5600,0,0,0,1
3,0,22900,11600,9500,0,0,0,1
0,3,0,0,0,0,0,1,0
0,3,-1500,-1500,-3000,0,0,1,0
0,3,-1500,-3000,-5500,0,0,1,0
0,2,200,-4700,-5500,0,0,1,0
0,2,3200,-3200,-4000,0,0,1,0
0,1,1900,-4500,-6600,0,0,1,0
0,1,9600,8800,3200,0,0,1,0
0,0,15100,8800,-2300,0,0,1,0
0,0,11200,8800,1600,0,0,1,0
1,3,0,0,0,1,0,0,0
1,3,3000,1500,1500,1,0,0,0
1,3,3000,1500,-2500,1,0,0,0
1,2,-200,-4900,-5700,1,0,0,0
1,2,-3200,-6400,-7200,1,0,0,0
1,1,-1900,-6400,-8500,1,0,0,0
1,1,-800,-6400,-9600,1,0,0,0
1,0,-6300,-15100,-17400,1,0,0,0
1,0,-2400,-9600,-11200,1,0,0,0
2,3,0,0,0,0,1,0,0
2,3,1500,0,-1500,0,1,0,0
2,3,5500,4000,2500,0,1,0,0
2,2,5700,5500,800,0,1,0,0
